연번,정류소ID,정류소명,경도,위도,위치정보(주변설명)
641,405001789,더마파크,126.243045,33.357251,한림방향. 더마파크 맞은편
642,406000782,덕수도련동,126.304562,33.264991,반사경 옆
643,406000783,덕수도련동,126.304747,33.265054,서광서리방향. 덕수동로 105번길 이정표 앞
644,406000785,덕수리 새마을금고,126.304502,33.256591,덕수방향
645,406000784,덕수리 새마을금고,126.304637,33.25674,서광서리 방향
646,406000943,덕수리군물왓,126.314381,33.250814,덕수리동동방면(산방산 맞은편)
647,406000942,덕수리군물왓,126.315918,33.25064,제주조각공원방향(산방산앞쪽)
648,406000944,덕수리동동,126.308568,33.250535,덕수리군물왓(산방산 앞)
649,406000945,덕수리동동,126.307945,33.250725,덕수초방향(산방산맞은편)
650,406000946,덕수초등학교,126.304333,33.250533,덕수리동동(산방산앞)
651,406000833,덕수초등학교,126.303567,33.250233,
652,406000947,덕수초등학교,126.302984,33.25069,탄산온천(제주부동산 앞)
653,405001130,덕천리,126.771111,33.502632,덕천슈퍼 왼쪽
654,405001131,덕천리,126.77078,33.502445,덕천보건진료소방명.단독주택앞
655,405002008,덕천리,126.770835,33.502553,
656,405001854,덕천보건진료소,126.76711,33.503173,덕천보건진료소 맞은편
657,405001855,덕천보건진료소,126.767395,33.50323,진료소 앞
658,405001852,덕천상하동,126.76433,33.502865,단독주택맞은편(비자림방향)
659,405001853,덕천상하동,126.764179,33.502886,단독주택우측(선흘방향)
660,405001682,던덕모롤,126.408385,33.462398,보로미마을방향
661,405001681,던덕모롤,126.408176,33.462305,승차대 맞은편
662,405001485,도깨비공원,126.693017,33.465075,선흘2리방향
663,405001486,도깨비공원,126.69269,33.465533,대흘교차로 방향
664,405000504,도두동,126.467222,33.504864,용천수노천탕 앞
665,405000506,도두동,126.46649,33.50253,클럽마트 앞
666,405001686,도두동,126.466197,33.502873,마트클럽 건너편
667,405000505,도두동,126.467183,33.505016,용천수노천탕 맞은편
668,405001919,도두봉입구(황금버스),126.469733,33.507594,아모렉스호텔앞
669,405000387,도련1동,126.589752,33.509316,빡빡이네족발 건너편
670,405000386,도련1동,126.590028,33.509063,GS제주도련점 우측
671,405000390,도련1동입구,126.588967,33.512633,통큰오리 건너편
672,405000391,도련2동,126.58905,33.512883,통큰오리 좌측
673,405001989,도련서마을,126.578639,33.51193,
674,405002047,도련서마을,126.578657,33.512256,
675,405001908,도련초등학교,126.583279,33.514433,도련초등학교 맞은편
676,405001822,도련초등학교,126.583014,33.514212,부영6단지 맞은편
677,405000507,도리초등학교,126.466183,33.501167,도리초등교 맞은편(신제주방향)
678,405000508,도리초등학교,126.465846,33.501415,도리초등교 앞
679,405002032,도리초등학교(종점),126.464163,33.500949,
680,405002033,도리초등학교(종점),126.465623,33.500198,
681,406001462,도린동산,126.768164,33.358246,비닐하우스앞
682,406001463,도린동산,126.768269,33.358368,비닐하우스 맞은편
683,405001092,도림사,126.302336,33.418418,귀덕3리이정표 우측
684,405001093,도림사,126.30245,33.418233,애월읍/봉성리이정표 좌측
685,406000025,도순동,126.4733,33.252633,유명반점 우측
686,406000024,도순동,126.474783,33.25275,대동절물 우측
687,406001646,도순초등학교,126.478392,33.246613,
688,406001647,도순초등학교,126.478633,33.246614,
689,406000158,도영슈퍼,126.60025,33.24225,도영슈퍼 좌측
690,406000157,도영슈퍼앞,126.60045,33.241983,도영슈퍼 건너편
691,405000052,도평,126.445617,33.48185,다정빌라 좌측
692,405000053,도평,126.44555,33.481683,21세기주유소 앞
693,405000659,도평동,126.451264,33.480128,도평가든 맞은편(도평방향)
694,405000658,도평마을입구,126.450884,33.479929,도평가든 앞
695,405001624,도평입구,126.465042,33.479499,(주)일산산업건설 앞
696,405001625,도평입구,126.465276,33.479458,흥도통신 우측
697,405000194,도호동,126.495011,33.48581,이금돈지앞
698,405000193,도호동,126.494923,33.485662,제주청소년교육문화연구소 우측
699,406001471,독벌은이 동산,126.683625,33.368855,더클래식골프앤리조트입구
700,406001515,독벌은이 동산,126.683896,33.368856,더클래식골프앤리조트 맞은편
701,406000250,돈내코,126.584822,33.299776,돈내코관리사무소 우측
702,406000249,돈내코,126.584288,33.299697,관리사무소 입구 맞은편
703,406000251,돈내코교,126.58862,33.299344,대정농원입구
704,406000252,돈내코교,126.588783,33.299617,구도로 3거리 좌측
705,406000248,돈내코마을,126.573518,33.302749,돈내코마을회관 앞
706,406001211,돈내코마을,126.573657,33.302902,
707,406001120,돈물교,126.71425,33.314783,의지천간판 우측
708,406001141,돈물교,126.714019,33.314689,의귀사거리 방향
709,405001680,돌선밭,126.425169,33.453969,비닐하우스 맞은편
710,405001679,돌선밭,126.425226,33.454172,비닐하우스 앞
711,406001306,돔뱅이왓,126.369504,33.235002,단독주택 앞
712,406001479,돔뱅이왓,126.36945,33.235157,신축건물앞 
713,405001459,돗바령,126.689696,33.512424,
714,405001458,돗바령,126.689689,33.512301,금빛농원입구
715,406000132,돗소,126.5352,33.261967,서귀포성결교회 건너편 좌측
716,406000131,돗소,126.536133,33.261867,서귀포성결교회 좌측
717,406000620,동광단지,126.359395,33.313878,동광단지경로당 맞은편
718,406001591,동광단지,126.359659,33.31387,
719,406000961,동광리,126.338367,33.306367,구 동광초교앞
720,406000962,동광문화마을,126.338154,33.305916,동광로 106 옆
721,405000283,동광양,126.532202,33.502021,한화생명
722,405000284,동광양,126.532223,33.502197,정플라워 앞
723,406001580,동광육거리,126.341188,33.310142,
724,405000269,동광초등학교,126.54475,33.5014,까사미아 앞
725,405000268,동광초등학교,126.545767,33.5017,에넥스탐라전시장 앞
726,406001590,동광환승정류장,126.339318,33.310207,
727,406000963,동광환승정류장(모슬포방면),126.340253,33.309684,에넥스탐라전시장 앞
728,406000964,동광환승정류장(서귀방면),126.340833,33.309583,창천리방향
729,406001227,동광환승정류장(영어교육도시방면),126.339361,33.310338,동광마트앞
730,406000965,동광환승정류장(제주방면),126.340994,33.310443,에스오일주유소 앞
731,406000966,동광환승정류장(한림방면),126.340517,33.310483,S-오일 주유소 맞은편(금악리방향)
732,406000067,동남아파트,126.509984,33.249792,서귀포공인중개사사무소 우측
733,406000151,동덕아파트,126.560092,33.257621,남서울식당 앞
734,405000929,동명리,126.265692,33.409805,오가파웰빙국수앞
735,405000933,동명리 한천동,126.274258,33.394487,동명리 한천동이정표 우측
736,406000801,동모루,126.716705,33.328078,한남리방향
737,406000802,동모루,126.717067,33.32785,신흥리방향
738,406001407,동모루왓,126.919248,33.439025,섭지코지 반대 방향
739,406001408,동모루왓,126.919834,33.438906,섭지코지 방향
740,406000357,동문,126.531103,33.257487,호근동방향
741,406000358,동문,126.531,33.257317,백두00 앞
742,405000290,동문로터리,126.52795,33.51295,동문시장앞
743,406000475,동문로터리,126.568347,33.248683,서귀포농협동부지점 우측
744,406001448,동문로터리,126.567916,33.249863,준포토 앞
745,405000289,동문로터리,126.527055,33.513152,동문로터리산지천마당앞
746,406000531,동문로터리,126.568527,33.248595,삼진탕 앞
747,406001447,동문로터리,126.567762,33.24988,착한휴대폰 앞
748,405001916,동문시장(황금버스),126.528101,33.513804,산지천앞
749,406000231,동문정류소,126.630317,33.2888,단독주택 273호 앞
750,406000230,동문정류소,126.63025,33.289317,위미농협 신례지소(하례2리 방향)
751,406000326,동미빌딩,126.566581,33.248666,FILA KIDS 앞
752,406001320,동백동산,126.36728,33.288728,카멜리아힐 앞
753,406001319,동백동산,126.367396,33.289349,카메리아힐 건너편
754,405001971,동백동산 습지센터,126.714395,33.509324,
755,405001972,동백동산 습지센터,126.714607,33.509043,
756,406000086,동병듸,126.463487,33.242383,비닐하우스 앞
757,406000087,동병듸,126.463263,33.242692,반사경앞
758,405001350,동복리,126.71265,33.553017,어린이보호구역 왼쪽
759,405001351,동복리,126.712567,33.552917,어린이보호구역 오른쪽
760,405001912,동복리관광체험어장,126.716543,33.553335,동복리관광체험어장입구삼거리 전봇대앞
761,405001921,동복리관광체험어장,126.715598,33.553292,동복리관광체험어장입구(제주시방향)
762,405001352,동복리휴게소,126.70765,33.553333,동복리이정표 건너편
763,405000969,동복리휴게소,126.70765,33.5535,바람벽에 흰당나귀 우측
764,406001130,동부보건소,126.702711,33.275111,큰엉식당 우측
765,406000994,동부보건소,126.703383,33.275267,동부보건소 앞
766,405001762,동부위생처리장 입구,126.695387,33.436315,탐라승마장 맞은편
767,405001763,동부위생처리장 입구,126.695474,33.436457,5.16 교래리로터리 부근
768,406000164,동부하수처리장입구,126.593283,33.244433,혼디모영펜션 앞
769,406000163,동부하수처리장입구,126.594039,33.244363,칠십리로394번길 진입로 좌측 건너편
770,405001932,동사라마을,126.449021,33.467917,무수천가기전 사라마을입구
771,405000175,동산교,126.510265,33.500286,GS서광로주유소 우측
772,406001248,동상동,126.77027,33.361328,비닐하우스창고앞
773,405001198,동상동,126.325224,33.463579,애월보건지소
774,406001247,동상동삼거리,126.773558,33.356265,팽나무 정자앞
775,406000268,동상효,126.607167,33.279967,토평초등학교방향
776,406000269,동상효,126.6073,33.27965,주차장 앞
777,405000970,동성동,126.754533,33.555767,미화상회 우측
778,405001343,동성동,126.754533,33.555633,명진리모델링 앞
779,405000174,동성마을,126.511035,33.500045,하이리빙 제주프라자 앞
780,405000080,동성마을 입구,126.507533,33.4932,아이랜드안경 좌측
781,405001423,동수동,126.6225,33.517617,주황색단독주택 앞
782,405001422,동수동,126.622417,33.5175,조립식 단독주택앞
783,406001033,동원산업,126.822499,33.312207,그린카센타방향
784,406001032,동원산업,126.822117,33.312272,한지동방향
785,406000912,동일1리,126.243067,33.228183,동일1리 복지회관 건너편
786,406000911,동일1리,126.242717,33.228483,동일1리 복지회관 앞
787,406000632,동일2리,126.236733,33.257717,
788,406000633,동일2리,126.23675,33.25765,동일2리 노인회관 건너편
789,406000951,동일2리입구,126.233739,33.260319,대정농공단지 방향
790,406000952,동일2리입구,126.234033,33.260417,제주시방향. 동일2리 이정표 우측
791,406001435,동하동,126.777379,33.347461,가시리방향
792,406001434,동하동,126.77732,33.347357,역지동방향
793,406001174,동홍 사거리,126.56831,33.254496,삼성전자서비스 우측
794,406001173,동홍 사거리,126.568378,33.254726,농협 서귀포 지점 앞
795,406000511,동홍대림,126.572017,33.255917,동홍대림아파트 102동 앞
796,406000512,동홍대림,126.572117,33.255733,돈사촌 우측
797,406000395,동홍동청소년문화의집,126.567983,33.265217,국수와순대이야기 앞(동홍분식방향)
798,406000479,동홍동청소년문화의집,126.567771,33.265,사리원 우측
799,406000284,동홍동청소년문화의집,126.568717,33.265883,공예마을 우측
800,406000285,동홍동청소년문화의집,126.568633,33.266083,샘물공조냉동 건너편
801,406000396,동홍반석아파트입구,126.56774,33.262687,동홍로 162번길 2 앞
802,406000353,동홍초등학교,126.570835,33.259231,체리블로섬 앞
803,406000354,동홍초등학교,126.570183,33.259333,동홍초등학교 앞
804,406000468,동홍초등학교 입구,126.568116,33.258572,세흥자동차용품 건너편
805,406001372,동홍초등학교입구,126.568483,33.258877,청송골 앞
806,405000252,동화로입구,126.57286,33.513124,화신목공 인테리어 앞
807,405001155,동회천,126.613383,33.50465,중산간동로 232건물 건너편
808,405001435,동회천,126.61345,33.50455,
809,405000623,동회천,126.615358,33.504135,게시판 앞
810,406000282,동흥분식,126.568233,33.26675,동흥분식 앞
811,406000283,동흥분식,126.56835,33.266717,동흥분식 맞은편
812,406000221,두레빌라,126.626094,33.263504,기아자동차 건너편
813,406000222,두레빌라,126.626185,33.263671,기아자동차 남원지점 우측
814,405001269,두모리사무소,126.185283,33.353517,금등리마을 방향
815,405001270,두모리사무소,126.185335,33.353968,한경면사무소 방향
816,406000613,두수동,126.763266,33.351396,토산1리 방향
817,406000614,두수동,126.763364,33.351394,주황지붕 단독주택 앞(통과노선없음)
818,405001734,두인빌라 삼거리,126.404092,33.424067,삼성필라이팅 사무실 앞
819,405001735,두인빌라 삼거리,126.40412,33.424105,삼성필라이팅 사무실 맞은편
820,405002009,둔지오름,126.797756,33.506106,
821,405002010,둔지오름,126.797957,33.506151,
822,406000270,뒤큰글,126.604172,33.275865,교차로 방향 쪽
823,406000271,뒤큰글,126.603782,33.275837,교차로 지나서
824,406000204,뒤통모루,126.666893,33.275395,거북가스 우측
825,406000203,뒤통모루,126.667067,33.275267,KGB택배 우측
826,406000110,뒷동산,126.510683,33.236667,GS25 우측 
827,406000303,뒷빌레,126.58965,33.273267,분수대식당 맞은편
828,406000302,뒷빌레,126.589792,33.27391,포도나무 어린이집 우측
829,405001858,뒷산길,126.650613,33.492749,토방점담 건너편
830,405001859,뒷산길,126.650749,33.492855,토방점담 좌측
831,406001116,디삘레,126.710934,33.331218,수망손칼국수 좌측
832,406001142,디삘레,126.711187,33.330928,의귀리방향 수망손칼국수 맞은편
833,405001623,디지털융합센터,126.571457,33.4513,JPT디지털융합센터
834,405002089,디케이서비스,126.520206,33.463688,
835,405002088,디케이서비스,126.520799,33.46377,
836,405001621,라마다 프라자 제주호텔,126.518557,33.518383,라마다호텔 앞
837,405001620,라마다 프라자 제주호텔,126.51848,33.518233,탑동산호전복 우측
838,405001225,라신동,126.277833,33.435267,한림목재산업 앞
839,405001226,라신동,126.277383,33.434061,한림가스 앞
840,406000165,라임오렌지빌,126.587233,33.246567,라임오렌지빌 입구 좌측
841,406000166,라임오렌지빌,126.587009,33.246865,라임오렌지빌 입구 건너편
842,406001642,라파의집,126.609283,33.272977,
843,406001643,라파의집,126.609474,33.273122,
844,405001283,렛츠런파크,126.392633,33.409967,경마공원정문 앞
845,405001284,렛츠런파크,126.393433,33.410417,경마장 입구
846,405000013,롯데마트,126.482183,33.4819,신영빌딩 앞
847,405000014,롯데마트,126.482396,33.482154,롯데마트 앞
848,405001920,롯데시티호텔제주입구(황금버스),126.487567,33.490539,t-스테이션타이어앞
849,406000002,롯데호텔,126.410317,33.248717,롯데호텔 앞
850,405001862,막거리,126.401315,33.427258,단독주택 190호 앞(두인빌라 삼거리 방면)
851,405001863,막거리,126.401398,33.427428,단독주택 189호 앞(흐리물 방면)
852,406001516,막동산,126.523462,33.25624,반사경있는전봇대앞
853,406001517,막동산,126.523465,33.256454,제주도여행사  앞
854,405000939,만장굴,126.771879,33.530981,공원주차장 내
855,405001338,만장굴입구,126.7773,33.54925,만장굴입구 가기전
856,405000812,만장굴입구,126.77827,33.549181,신례리 방향
857,405001337,만장굴입구,126.7789,33.54965,제주특산품 전시매장 앞
858,406000226,만지동,126.62675,33.29325,하례2리 방향
859,406000227,만지동,126.626583,33.2929,신례2리 방향
860,406000219,망장포 입구,126.6345,33.264083,신례리 방향
861,406000220,망장포 입구,126.633917,33.26415,하효 방향
862,405000615,매촌,126.588567,33.517967,삼화부영 사랑으로 5차 515동 앞
863,405000616,매촌,126.588733,33.517883,(주)천일익스프레스 우측
864,406000081,머구낭동산,126.45815,33.245733,
865,405001144,먼나먼루,126.650233,33.487767,회천방향
866,405001145,먼나먼루,126.6501,33.487933,교래방향
867,405001601,멍중내,126.688602,33.500699,선흘방향
868,405001729,멍중내,126.686302,33.511235,경덕원방향
869,405001728,멍중내,126.685852,33.51113,함덕방향
870,405001976,메밀동산,126.653817,33.482047,
871,405001715,메이즈랜드,126.799075,33.490875,메이즈랜드 입구
872,405001810,메이즈랜드,126.798325,33.49068,메이즈랜드 입구 건너편 우측
873,405002011,메이즈랜드,126.799535,33.490083,
874,405000721,메종글래드 제주,126.487445,33.485861,선랜드맥심호텔 우측
875,405001636,메종글래드 제주,126.486901,33.48608,강경희헤어시티 좌측
876,405001800,명도암,126.609653,33.47376,명도암마트 좌측
877,405001801,명도암,126.609873,33.473858,명도암마트 맞은편
878,405000298,명도암 마을회관,126.61086,33.470992,명도암마을회관 우측
879,405000297,명도암 마을회관,126.6107,33.470917,명도암 마을회관 맞은편
880,405000244,명도암입구,126.603866,33.484652,손맛식당 좌측
881,405000245,명도암입구,126.60411,33.484948,번영(카)공업사 우측
882,405001046,명리동,126.268033,33.319333,명이동못 앞
883,405001048,명리동,126.269767,33.317583,명리동농수산물직판장앞
884,405001045,명리동,126.267835,33.319264,명리동못 건너편
885,405001047,명리동,126.269783,33.317733,저지리명리동회관 좌측
886,405001835,명리동알동네,126.268165,33.316908,알동네집 식당 우측
887,405001836,명리동알동네,126.268247,33.316777,알동네집식당 건너편. 승차대
888,405000178,명신마을,126.503028,33.499623,제일자동차공업사 앞
889,405000835,명월리,126.265967,33.389417,정자 맞은편
890,405000836,명월리,126.266111,33.389896,정자 앞
891,405000834,명월리,126.266467,33.38705,명월리문화회관 앞
892,405000838,명월하동,126.263373,33.396589,명월하동 복지회관앞
893,405000841,명월하동,126.259817,33.397267,한림2리 방향
894,405000833,명월하동,126.260792,33.396068,옹포리방향
895,405000180,명주주택,126.493758,33.49567,보리빵마을 좌측
896,405000179,명주주택,126.493492,33.495796,보리빵마을 앞
897,405000022,모감동,126.382615,33.476027,대원정사입구 앞
898,405000023,모감동,126.382316,33.476197,수레자동차매매상사 우측
899,406001611,모구리야영장,126.81815,33.405952,
900,406001610,모구리야영장,126.817072,33.405593,
901,406001553,모슬포 남항 여객선 터미널(운진항),126.257806,33.211362,
902,406001554,모슬포 남항 여객선 터미널(운진항),126.258463,33.21113,
903,406000832,모슬포우체국,126.255195,33.222554,자금성중화요리앞
904,406000918,모슬포우체국,126.255485,33.222534,우성가든
905,406000831,모슬포종점,126.252633,33.225583,콜핑옆
906,406001548,모슬포출발지(가상정류소),126.252286,33.224676,
907,406001239,모슬포항,126.252397,33.217541,하모리방향
908,406001470,모슬포항,126.252234,33.216521,동성식당앞
909,405001847,목다운목,126.688661,33.520174,비닐하우스 앞 (억수동방면)
910,405001846,목다운목,126.688438,33.520141,
911,405000910,목선동,126.718285,33.489993,교차로(우회전 앞)
912,405001001,목선동,126.71815,33.4897,덕암농원 건너편
913,405000009,못가름,126.476785,33.488432,농협 앞
914,405001838,못거리,126.278146,33.392769,서부요양원 앞
915,405001842,못거리,126.277859,33.392583,상대리 방면 정류소표지판
916,406001003,무도동,126.741921,33.284964,제주수산질병관리원 우측
917,406001002,무도동,126.74089,33.284796,태흥1리 방향
918,406000629,무릉1리,126.203383,33.270633,파란지붕단독주택3호 앞
919,406000628,무릉1리,126.203312,33.270522,파란지붕단독주택3호 맞은편
920,406000899,무릉1리,126.201818,33.271437,무릉초앞(무릉문화의집방향)
921,406000900,무릉1리,126.2031,33.2703,무릉1리 복지회관
922,406000775,무릉2리 소공원,126.24565,33.2723,무릉2리 소공원 앞
923,406000898,무릉문화의 집,126.199483,33.272433,무릉1리방향
924,406000897,무릉문화의 집,126.199101,33.272733,신도1리방향
925,406001563,무릉손당호,126.211272,33.271799,
926,406001562,무릉손당호,126.211251,33.272059,
927,405000475,무수천,126.448586,33.461064,해안동입구
928,405000476,무수천,126.448667,33.461367,광령1리(서귀.모슬방향)
929,406000049,묵은길입구,126.488383,33.25065,만물종합주방 우측
930,406000050,묵은길입구,126.488491,33.250436,한라봉농장 건너편
931,405000181,문서교,126.614191,33.528154,신촌리방향
932,405000182,문서교,126.613277,33.527771,삼양동방향
933,405001061,문수동,126.283754,33.384772,문수동회관(동명리경로당)앞
934,405001060,문수동,126.283583,33.384667,문수동회관(동명리경로당)건너편
935,405000987,문예회관,126.535917,33.5046,제주쑥빵 건너편
936,405000286,문예회관,126.536912,33.504633,송월타월 우측
937,405000285,문예회관,126.537033,33.50449,김한신의원 앞
938,405002119,문예회관,126.536123,33.504788,
939,406001196,문화마을,126.797903,33.39302,성읍민속마을방향
940,406001197,문화마을,126.798208,33.392983,두꺼비식당
941,406000665,물진밭입구,126.8616,33.371083,
942,406000664,물진밭입구,126.861583,33.371,신양리 방향
943,405001508,미래컨벤션센터,126.514755,33.506643,미래컨벤션센터 앞
944,405001517,미래컨벤션센터,126.514827,33.506607,(주)원-에스 우측
945,406001305,미타요양원,126.852268,33.446734,수산체육공원 앞
946,406001304,미타요양원,126.852071,33.446546,수산2리방향(벵듸가름)
947,405002082,민속자연사박물관,126.530874,33.507317,
948,405002083,민속자연사박물관,126.530799,33.506921,
949,405001915,민속자연사박물관(황금버스),126.530344,33.506623,자연사박물관앞
950,405000693,민오름,126.501679,33.481423,한라사이클 좌측
951,405000694,민오름,126.500472,33.481757,연북로 178 식당 건너편
952,406000128,바가잣도,126.527431,33.261262,국제페인트도장공사 우측
953,406000127,바가잣도,126.527072,33.261398,S오일주유소앞 라인
954,406001420,바겟도동산,126.70738,33.337753,의귀방향.제주사라나앞
955,406001421,바겟도동산,126.708226,33.336912,황칠국수 앞
956,406000869,바스메,126.778347,33.405643,트릭아트뮤지엄방향
957,406000870,바스메,126.778422,33.405812,성읍2리 방향
958,406000478,반석아르미아파트,126.567401,33.262513,동홍초등학교입구 방향
959,405000580,반석아파트,126.590267,33.48795,반석아파트 가동 앞
960,405000384,반석아파트,126.59107,33.50666,도련반석스위트타운 가동 앞
961,405000385,반석아파트,126.591218,33.50666,도련반석스위트타운 건너편
962,405000592,반석주택,126.57113,33.482165,
963,405000593,반석주택,126.571092,33.482076,영평반석타운 앞
964,405000581,반석주택,126.589812,33.48765,반석아파트단지 건너편
965,406000045,반참모르,126.501133,33.250217,염돈동방향(가로수 앞)
966,406000046,반참모르,126.5011,33.25,제주월드컵방향.삼성농원 우측
967,405000383,밤나무골,126.594527,33.502017,제주씨푸드 맞은편
968,405000382,밤나무골,126.594599,33.501258,제주시푸드 우측
969,406000726,방구동,126.763547,33.306971,의귀방향.단독주택78호 앞
970,406000725,방구동,126.763252,33.307017,신흥1리방향
971,405001494,방림원 제주현대미술관,126.267318,33.33703,조수방향.편의점 우측
972,405001493,방림원 제주현대미술관,126.267339,33.336893,금악방향.편의점 맞은편
973,405001990,방선문3차빌리지,126.526243,33.487733,
974,405001991,방선문3차빌리지,126.526675,33.487666,
975,405001662,방선문빌리지,126.536804,33.477663,방선문빌리지앞
976,405001663,방선문빌리지,126.536347,33.477667,아라마트 우측
977,406001341,방아동,126.175051,33.279739,고산농산물유통센터방향
978,406001342,방아동,126.174944,33.279801,무릉문화의집 방향
979,405001799,방애왓,126.605254,33.481234,봉개방향
980,405001798,방애왓,126.604837,33.481187,4.3평화공원방향
981,406000429,백구동네,126.42575,33.256367,중문방향(팽나무앞)
982,406000430,백구동네,126.42595,33.256315,회수방향.어머니횟집앞
983,406000428,백구빌라입구,126.42455,33.254633,팽나무맞은편
984,406000431,백구빌라입구,126.42465,33.254617,팽나무앞
985,405000647,백록초등학교,126.471506,33.485412,성환아파트단지 건너편
986,405000648,백록초등학교,126.470645,33.48458,꽃마름월나쌈 좌측
987,405001886,백화동,126.71017,33.466994,거문오름호스텔입구 맞은편
988,405001887,백화동,126.710424,33.466833,거문오름호스텔 입구
989,405001769,번대 동민회,126.39226,33.477737,번대동회관 맞은편
990,405000024,번대동,126.39216,33.478996,창고 앞
991,405000025,번대동,126.392642,33.478844,하귀초방면
992,405001856,벌탬못,126.772346,33.50714,
993,405001857,벌탬못,126.771832,33.507676,월덕로 487 맞은편
994,405000567,법음사  아라아이파크,126.549357,33.477628,I-Park 101동 우측
995,405000568,법음사  아라아이파크,126.549307,33.477835,아라초방면.I-park 맞은편
996,406000749,법정사입구,126.458452,33.302803,법정사입구
997,406001104,법정사입구,126.458218,33.302439,법정사입구 맞은편
998,406000257,법호촌 온성학교,126.594485,33.291861,서귀포시방향
999,406000258,법호촌 온성학교,126.594776,33.292822,제주시방향
1000,406000256,법호촌입구,126.594567,33.29065,
1001,406000255,법호촌입구,126.593861,33.290078,GS돈내코주유소 건너편
1002,406001529,법화사사거리,126.459445,33.263081,
1003,406001530,법화사사거리,126.46136,33.262995,
1004,406000109,법환농협,126.511903,33.237278,우리고향물회 좌측
1005,406000408,법환농협,126.512098,33.237209,오현낚시 좌측
1006,406000107,법환새마을금고,126.513983,33.238437,올레할인마트좌측
1007,406000108,법환새마을금고,126.513417,33.23785,월드크리닝 건너편
1008,406000112,법환초등학교,126.508156,33.236534,법환초 맞은편
1009,406000111,법환초등학교,126.509416,33.236739,법환초병설유치원 앞
1010,406000377,벼락동산,126.392334,33.247825,다온빌 앞
1011,406000376,벼락동산,126.392467,33.247812,다온빌 왼쪽편
1012,406001494,별내린전망대,126.416728,33.247188,별내린전망대 맞은편
1013,406001495,별내린전망대,126.416862,33.247229,별내린전망대앞
1014,405001443,병디왓,126.644643,33.530197,제주영어교회앞
1015,405001444,병디왓,126.644507,33.529975,제주영어교회 건너편
1016,405000399,병문교,126.518491,33.508972,한소낭식당 건너편
1017,405000398,병문교,126.518317,33.508833,24시국수회관 우측
1018,405000163,보건소,126.522067,33.492117,제주보건소 앞
1019,405000075,보건소,126.519573,33.491084,제주혈액원 앞
1020,405000162,보건소,126.520883,33.492383,제주보건소 건너편
1021,405000528,보로미마을,126.409355,33.465448,하귀리방향.보로미마을이정표 앞
1022,405000527,보로미마을,126.409106,33.465454,항몽유적지 방향
1023,406000177,보목신협,126.601991,33.241661,보목코사마트 좌측
1024,406000176,보목신협앞,126.6025,33.2416,보목신협앞
1025,406000180,보목입구,126.591583,33.258717,보목식당앞
1026,406000342,보목포구 입구,126.6045,33.24145,
1027,406000341,보목포구 입구,126.604583,33.241283,하천 반대편
1028,406000504,보목포구(도착),126.60687,33.239364,자리가시횟집 우측
1029,406001487,보목포구(출발),126.606259,33.239491,
1030,406000956,보성리,126.27336,33.252463,보성식당 오른쪽
1031,406000957,보성리,126.27675,33.249939,보성식당옆
1032,406000617,보성리,126.276868,33.249718,추사로 53호 옆
1033,406000955,보성리,126.273357,33.252204,추사로 103호 옆
1034,406000958,보성리,126.277142,33.2498,추사유배지이정표앞
1035,406000621,보성리 대정농협,126.2768,33.248183,대정농협 앞
1036,406001414,보성리상동,126.274334,33.250804,보성리복지회관앞
1037,406001413,보성리하동,126.274566,33.250679,고을중기 입구
1038,405000280,보성시장,126.527265,33.503421,제주은행남문지점앞(시민회관방면)
1039,405000864,복호동,126.196567,33.337433,주신건설 좌측
1040,405002063,복호동,126.201157,33.339924,
1041,405002064,복호동,126.201154,33.339721,
1042,405000907,복호동입구,126.196686,33.336505,주신건설 앞
1043,406000019,볼목당,126.436133,33.25665,
1044,406000020,볼목당,126.436088,33.256716,중문관광단지방향.교통표지판앞
1045,405001387,봉개교,126.581549,33.496536,봉개동이정표 우측
1046,405001370,봉개교,126.581664,33.496757,네트럭하우스 앞
1047,405000675,봉개남문,126.590783,33.490424,대합실 앞
1048,405000674,봉개남문,126.590633,33.490417,반석아파트 방향
1049,405000676,봉개동,126.592455,33.491508,수일통닭 앞
1050,405000677,봉개동,126.592756,33.491539,채은스킨케어 앞
1051,405000247,봉개동주민센터,126.59445,33.490733,봉개식당 우측
1052,405000722,봉개워터파크,126.601473,33.486397,봉개사우나 우측
1053,405001386,봉개체육공원,126.612692,33.484256,환경시설관리사무소 방향
1054,405001368,봉개체육공원,126.611583,33.484283,큰동네 방향
1055,405000273,봉개큰동네,126.598117,33.489017,
1056,405001586,봉성리사무소,126.312703,33.42219,봉성리 종합복지관 앞
1057,405001585,봉성리사무소,126.312957,33.422195,봉성리사무소 건너편
1058,405001094,봉성리서성동,126.310722,33.41721,납읍리 방향
1059,405001095,봉성리서성동,126.310717,33.417383,봉성로41 앞
1060,405001410,봉성하나로마트,126.31265,33.418883,
1061,405001096,봉성하나로마트,126.31245,33.4189,봉성식당 건너편
1062,405001097,봉성하나로마트,126.312567,33.419217,농산물 간이집하장 앞
1063,405001813,봉소동,126.659011,33.50963,교통시설물 반사경 앞
1064,405000960,봉소동,126.6583,33.519633,대합실 맞은편
1065,405001814,봉소동,126.659161,33.509882,단독주택 402호 앞
1066,405000961,봉소동,126.65825,33.519417,대합실 앞 (자연보호 입석 우측)
1067,405000307,부록마을,126.569274,33.501357,제주환경산업 좌측
1068,405000308,부록마을,126.568755,33.501848,부록마을 이정표 좌측
