연번,정류소ID,정류소명,경도,위도,위치정보(주변설명)
1,406000324,(구)중앙파출소,126.560894,33.247598,윤성현내과의원 건너편
2,406000467,(구)중앙파출소,126.560367,33.247,M-STAY제주호텔 앞
3,406001176,(구)중앙파출소,126.56089,33.247515,에이스모텔(후문) 앞
4,406001109,1100고지휴게소,126.463076,33.357816,1100고지휴게소 맞은편
5,405001361,1100고지휴게소,126.462945,33.357826,1100고지휴게소주차장 좌측끝
6,406000021,1100도로입구,126.431536,33.251451,중문주공101동 건너편
7,405001700,4.3 평화공원,126.62162,33.451192,4.3공원앞(정문)
8,405001701,4.3 평화공원,126.6219,33.451025,어린이교통공원 좌측
9,405001703,4.3 평화공원 입구,126.620093,33.453117,4.3공원주차장 앞
10,405000723,6호광장,126.548601,33.511076,침대쇼파전문매장 맞은편 좌측
11,405000724,6호광장,126.549231,33.510988,스타침대 우측
12,405001360,911의원,126.678082,33.540685,아지트게스트하우스앞
13,405001359,911의원,126.6784,33.540617,아지트게스트하우스 건너편
14,405000557,GM빌라,126.520795,33.466735,GM빌라 건너편
15,405000558,GM빌라,126.520817,33.466633,GM빌라단지 앞
16,406001251,LH 1 2단지,126.522613,33.250052,LH1단지 맞은편
17,406001252,LH 1 2단지,126.523135,33.249806,LH단지 앞
18,406000309,L마트,126.560033,33.2643,L마트앞
19,406001224,NLCS 제주,126.285163,33.296438,영어국제학교 안
20,406001223,NLCS 제주,126.28563,33.296624,영어국제학교 안
21,405001706,S중앙병원,126.471671,33.492851,GS제주월랑점 우측
22,405001707,S중앙병원,126.471821,33.492937,새한종합주방 앞
23,406000373,가동거리,126.387869,33.245371,예래동가동거리승차대 맞은편
24,406001024,가마초등학교,126.799619,33.306706,가마초등학교 맞은편
25,406001025,가마초등학교,126.800333,33.30655,순이네감귤농장 건너편
26,405001609,가물개공원,126.584656,33.524662,가물개공원승차대 맞은편
27,405001610,가물개공원,126.584825,33.524555,어린이공원 앞
28,405001652,가시나물,126.569937,33.473195,기와단독주택앞
29,405001653,가시나물,126.569754,33.473132,기와단독주택 맞은편
30,406000692,가시리,126.766867,33.36135,솔밭가든 맞은편
31,406000755,가시리,126.771517,33.353033,가시식당 앞
32,406000757,가시리,126.773899,33.350138,가시식당 우측
33,406000758,가시리,126.773913,33.350253,남광상회슈퍼건너편
34,406000857,가시리,126.773883,33.353517,비닐하우스 앞
35,406000858,가시리,126.773915,33.353809,마을안길 비닐하우스 맞은편
36,406000859,가시리,126.766617,33.361436,오뚜기편의점 앞
37,406000700,가시리,126.771467,33.352633,솔밭가든 우측
38,406000756,가시리,126.771602,33.352694,표선농협 맞은편
39,406001431,가시리체육공원,126.774914,33.352355,가시리 체육공원 좌측
40,406001430,가시리체육공원,126.774735,33.352385,가시리체육공원 맞은편
41,406001028,가흥동,126.80675,33.307117,가마교차로 지나서 바로
42,406001029,가흥동,126.808517,33.307583,관우농장 좌측
43,405001947,각시물,126.259315,33.324748,타임파크 앤 미라클아트뮤지엄(앞)
44,405001948,각시물,126.26013,33.324731,몽생이식당민박앞
45,405000606,갈왓,126.456233,33.493317,다인정보통신 건너편
46,405000607,갈왓,126.455895,33.493657,제주공항렌트카앞
47,406000244,감귤단지,126.609389,33.301155,미니축구장 앞(신례리 방향)
48,406000243,감귤단지,126.609105,33.301299,서귀포시 방향
49,406001641,감귤박물관,126.61049,33.271723,
50,406001640,감귤박물관,126.61026,33.271682,
51,405001603,감귤작목반입구,126.684592,33.534098,함덕농협선과장 맞은편
52,405001602,감귤작목반입구,126.684443,33.534185,함덕농협선과장정부지원유통사업 우측
53,406000513,감산리,126.35693,33.260072,SK감산주유소 맞은편
54,406000516,감산리,126.357022,33.259803,SK감산주유소 앞
55,406000704,감산리서동,126.349523,33.256705,과일천하농수산 지난후
56,406000967,감산리서동,126.348664,33.256808,과일천하농수산맞은편
57,406001171,감산입구,126.362207,33.260853,감산입구 교차로(남향)
58,406001172,감산입구,126.362137,33.260633,감산입구교차로(북향)
59,405000928,강구리,126.277133,33.408883,강구리 마을회관 앞
60,405000927,강구리,126.277683,33.408683,강구리노인회관 맞은편
61,406001460,강다리,126.888953,33.405783,제주과랑 맞은편
62,406001461,강다리,126.888964,33.405929,제주과랑 앞
63,406000094,강정농협,126.477477,33.236474,강정교회 앞
64,406000095,강정농협,126.478267,33.236033,평화센터건너편
65,406000313,강정천,126.486346,33.233601,켄싱턴리조트 맞은편
66,406000314,강정천,126.4876,33.234017,켄싱턴리조트 앞
67,406001649,강정청소년회관,126.479788,33.238101,
68,406001648,강정청소년회관,126.479556,33.238132,
69,406000096,강정초등학교,126.47977,33.23561,나들가게앞
70,406000097,강정초등학교,126.480102,33.235638,평화센터 건너편
71,406000522,강창학종합경기장,126.501449,33.261797,강창학경기장 맞은편
72,406000523,강창학종합경기장,126.501477,33.261631,강창학경기장앞
73,405001733,개법사,126.338236,33.404422,제주동물병원앞
74,405001732,개법사,126.338312,33.404222,제주동물병원 맞은편
75,405001394,개보슬사거리,126.664783,33.504417,제주콩닷컴 건너편 좌측
76,405001395,개보슬사거리,126.664963,33.504554,제주콩닷컴 우측
77,405001630,거로 사거리,126.557013,33.50765,삼양방향 광고현수막앞
78,405001633,거로 사거리,126.556997,33.506888,봉개방향.우리자원앞
79,405001632,거로 사거리,126.555505,33.507781,사라봉방향. 사거리 서쪽
80,405001631,거로 사거리,126.555262,33.507005,시청방향 사거리 남쪽
81,405000434,거로마을,126.556533,33.514533,합동택배 앞
82,405000684,거로마을,126.561156,33.50953,
83,405000668,거로마을,126.56113,33.508342,동그라미어린이집 앞
84,405001749,거로마을,126.560435,33.509826,삼진산업 앞
85,405000433,거로마을,126.556243,33.514637,오름마당 서쪽
86,405000683,거로마을,126.560802,33.50859,제일닥트 서측
87,405000682,거로입구,126.562263,33.504933,삼광충전소 건너편
88,405000669,거로입구,126.562386,33.504959,무한건설사업(주) 우측
89,406000748,거린사슴전망대,126.454983,33.3076,정류소 없지만 정차하고 있음
90,406001105,거린사슴전망대,126.454733,33.307633,버스는 정차하고 있음
91,406000355,거문머들,126.534247,33.256907,
92,406000356,거문머들,126.534198,33.257008,비닐하우스 앞
93,405001163,거문오름입구,126.709005,33.453047,선화교차로 서측
94,405001164,거문오름입구,126.709348,33.452225,선화교차로 동쪽
95,406001544,거슨새미오름. 안돌오름,126.757052,33.444952,
96,406001545,거슨새미오름. 안돌오름,126.756709,33.445353,
97,406000167,검은여입구,126.582877,33.248192,검은여로진입로 우측
98,406000168,검은여입구,126.582531,33.248097,칠십리로진입로 우측
99,405000702,게이트볼장,126.519633,33.49475,제주종합경기장부설주차장 앞
100,405000703,게이트볼장,126.519867,33.494917,스포츠메카 좌측
101,405001392,견월교,126.608217,33.423783,견월악송신소
102,405001389,견월교,126.608145,33.424007,KBS견월송신소 맞은편
103,405000700,경제통상진흥원,126.540467,33.498867,황금단 앞
104,405000705,경제통상진흥원,126.5403,33.499083,중소기업종합지원센터 앞
105,406000772,경흥농원,126.738211,33.323016,경흥농원입구 좌측
106,406000773,경흥농원,126.73815,33.322917,경흥농원건너편
107,405001323,계룡동,126.833897,33.533621,계룡동입구 맞은편
108,405001324,계룡동,126.83345,33.5344,계룡동입구
109,405000056,계명동,126.4268,33.4855,억조 생구이 좌측
110,405000057,계명동,126.426621,33.485932,대박마트 건너편
111,405000059,계명동 입구,126.426654,33.488031,한라주택 맞은편
112,405000919,계원동,126.334072,33.409748,어므비로 279앞
113,405000920,계원동,126.333833,33.41005,쉼터 앞
114,406000449,고갠드르,126.524167,33.2546,고갠드르마을 입구.남문방향
115,406000359,고갠드르,126.524278,33.254736,막동산방향. 팽나무정자쉼터 앞
116,406000144,고근산,126.513731,33.260334,산림마트 건너편
117,406000145,고근산,126.513937,33.260477,산림마트 우측 50m지점
118,405001193,고내리,126.3389,33.46315,애월고 방향
119,405001192,고내리,126.338049,33.462458,고내봉 앞길
120,405001190,고내리 애월 119센터,126.349428,33.466296,애월 119센터 맞은편
121,406000254,고도농원,126.593339,33.28763,고도농원 맞은편
122,406000253,고도농원,126.593683,33.287533,고도농원 앞
123,406000481,고래왓,126.5136,33.248017,올레꿀빵 앞
124,406000142,고래왓,126.512302,33.248487,법환주유소 건너편
125,405001058,고림동,126.285121,33.374575,고림동편의점 좌측
126,405001059,고림동,126.284783,33.374167,고림동나들가게부근
127,406001050,고망난돌입구,126.858679,33.353095,고망난돌펜션 우측
128,406001049,고망난돌입구,126.858747,33.352821,고망난돌펜션 맞은편
129,405001276,고산,126.179421,33.303075,중앙이용원 앞
130,405002098,고산1리,126.18026,33.300939,
131,405001437,고산1리 육거리,126.179483,33.300967,금성마트 앞쪽
132,405001278,고산1리 육거리,126.179727,33.300868,삼일농약사 앞
133,405001274,고산1리(구 출장소),126.178983,33.306067,고산현대건재철물점 앞
134,405001273,고산1리(구 출장소),126.17855,33.306567,느루게스트하우스 좌측
135,405002059,고산2리,126.188872,33.302371,
136,405002060,고산2리,126.189196,33.302049,
137,405000890,고산2리 전답동,126.203967,33.29505,마을입구 팽나무 앞
138,405001570,고산농산물유통센터,126.191773,33.298452,농기계수리센터앞
139,405001569,고산농산물유통센터,126.191838,33.298335,고산농협농기계수리센터 건너편
140,405000165,고산동산,126.532466,33.495681,맥스터디 좌측
141,405000164,고산동산,126.532977,33.49564,맥도날드 제주시청DT점
142,405002037,고산동산,126.532464,33.495824,
143,405002038,고산동산,126.532688,33.495756,
144,405001275,고산우체국앞,126.1796,33.3038,한림수협고산어촌계앞
145,405001277,고산환승정류장(고산1리 고산성당 앞),126.179767,33.301067,고산성당 앞
146,405000892,고산환승정류장(고산1리),126.180206,33.300777,뷰티고등학교 우측
147,405001776,고상동,126.673404,33.508542,단독주택 맞은편
148,405001777,고상동,126.673213,33.508593,단독주택 앞
149,405000450,고성1리 종합운동장,126.415173,33.458453,고성보건진료소 우측
150,405000451,고성1리 종합운동장,126.415611,33.458435,고성1리마을 입구
151,405000448,고성1리사무소,126.412636,33.458046,봉영빌라 우측
152,405000449,고성1리사무소,126.412857,33.457844,나들가게 우측
153,405001285,고성2리,126.424156,33.436159,고성1리마을입구
154,405001288,고성2리,126.424032,33.436945,야적장앞
155,406001084,고성리 구 성산농협,126.914964,33.44798,제일성당 앞
156,406001291,고성리 성산농협,126.912608,33.446115,일출봉농협 좌측
157,406000679,고성리 장만이동산,126.900675,33.445348,영진기업앞
158,406000678,고성리 장만이동산,126.900477,33.44555,한양연립앞
159,406000680,고성리노인회관,126.90875,33.446617,고성리 노인회관
160,406000681,고성리노인회관,126.908654,33.446755,고성리 노인회관 맞은편
161,406000709,고성리제주은행,126.916004,33.448681,소망광고스포츠앞
162,406001083,고성리제주은행,126.91505,33.449467,제일약국앞
163,406001081,고성오일시장,126.914133,33.4523,투다리 동남전 좌측
164,406001082,고성오일시장,126.91405,33.452067,고성오일장간판 좌측
165,406000645,고수동,126.756317,33.329367,
166,406000602,고수동,126.75575,33.327833,
167,406000644,고수동,126.755583,33.327983,
168,406001477,고수동입구,126.757083,33.322092,고수동도로안내표지판아래(마을입구앞)
169,406001478,고수동입구,126.756649,33.321521,고수동도로안내표지판앞(마을입구맞은편)
170,405000304,고으니모르 국립제주박물관,126.550965,33.51261,창앤창 앞
171,406000272,고장낭밭,126.600029,33.274484,대우발전기 맞은편
172,406000273,고장낭밭,126.599353,33.274147,대우발전기앞
173,405001142,고평동,126.6566,33.47445,항아리식당 우측
174,405001143,고평동,126.656267,33.4749,항아리식당 맞은편
175,406000319,고향모루,126.498233,33.23645,메밀애 우측
176,406000320,고향모루,126.498517,33.236383,풍향 우측(서건도방향)
177,406000790,골물동입구,126.334,33.25095,화순떡방앗간가기전
178,405001397,공동묘지,126.65485,33.511117,남조로길246 창고건너편
179,405001418,공동묘지,126.654917,33.511033,조천공동묘지 앞
180,406001481,공무원 연금공단,126.517974,33.254356,공무원연금관리공단앞
181,406001524,공무원 연금공단,126.517736,33.254696,
182,406000104,공물,126.516294,33.240433,법환동 마을회관앞
183,406000103,공물,126.516348,33.240671,법환동마을회관건너편
184,406000508,공업단지,126.584524,33.291678,
185,406000473,공업단지 입구,126.590412,33.28412,감귤농협유통센터 맞은편
186,406000474,공업단지 입구,126.590301,33.28351,감귤농협유통센터 앞
187,406000217,공천포,126.640533,33.265833,롯데칠성음료(주) 앞
188,406000218,공천포,126.640167,33.26545,탐나철공소 좌측
189,405000656,공항초소,126.484349,33.513624,공항초소 앞
190,405000660,공항초소,126.484568,33.513576,공항초소 맞은편
191,405001208,곽지과물해변,126.307567,33.4482,곽지사거리( 곽지모물 방향)
192,405001207,곽지과물해변,126.307463,33.448426,몬스터살롱 우측
193,405000982,곽지모물,126.308755,33.453189,정글게스트하우스 앞
194,405001206,곽지모물,126.308918,33.451689,아미고라카페 앞
195,406001307,관광단지 입구,126.414734,33.256212,그랑빌펜션 앞
196,406001308,관광단지 입구,126.414612,33.256393,펜션하안풍경앞
197,405000335,관덕정,126.520875,33.513216,삼성자동판매기 앞
198,405000334,관덕정,126.520964,33.512932,초원보리빵 앞
199,405001441,관동산,126.635691,33.506634,맛닭동산팻말 맞은편
200,405001442,관동산,126.635652,33.50643,맛닭동산 팻말 앞
201,405001891,관음사,126.557867,33.426421,관음사정문 앞
202,405001892,관음사,126.557725,33.426606,관음사정문맞은편
203,405001504,관음사 등산로입구,126.549773,33.422453,관음사주차장 맞은편
204,405001505,관음사 등산로입구,126.549635,33.422338,관음사주차장 앞
205,405000016,관전동,126.41909,33.488832,여울민박 앞
206,405000017,관전동,126.420151,33.489831,지성천막 앞
207,406000854,관통사,126.827117,33.32705,관통사 건너편
208,406000853,관통사,126.827283,33.3268,관통사 앞
209,406000141,광대왓,126.517484,33.247908,서귀포해양경찰서입구 앞
210,406000140,광대왓,126.518567,33.247527,서귀포해양경찰서입구 맞은편
211,405001694,광령1리,126.435618,33.471372,광령1리교차로(제주방향)
212,405001695,광령1리,126.434167,33.472132,광령1리교차로(수산방향)
213,405000529,광령1리,126.441794,33.455805,지성요양원앞
214,405000530,광령1리,126.442787,33.45566,주차장앞
215,405000471,광령1리사무소,126.439763,33.460992,광령PC좌측
216,405000472,광령1리사무소,126.439887,33.460882,광령보건진료소앞
217,405001287,광령2리,126.431634,33.443956,공룡랜드 반대편(두산인프라코어건설기계앞)
218,405002078,광령2리,126.4282,33.450287,
219,405002079,광령2리,126.42848,33.450379,
220,405001469,광령2리 사무소,126.429183,33.44935,부영식당 앞
221,405000718,광령2리입구,126.430623,33.459211,광령2리입구 앞
222,405000719,광령2리입구,126.431235,33.459513,광령2리입구 맞은편
223,405000452,광령3리,126.423883,33.458933,광성로 149 우측
224,405000453,광령3리,126.424448,33.458751,리빙부억가구앞
225,405000638,광령3리사무소,126.423763,33.462785,광령3리사무소앞
226,405000641,광령3리사무소,126.42347,33.463005,
227,405000468,광령초등학교,126.43615,33.460532,주연슈퍼 좌측
228,405000467,광령초등학교,126.436436,33.460705,한마음새마을금고 좌측
229,405000281,광양,126.528058,33.502324,오용덕치과의원 좌측
230,405000282,광양,126.527961,33.502112,루미수다게스트하우스 앞
231,405000169,광양사거리,126.527103,33.500473,나사로간호학원 우측
232,406001128,광지동,126.709319,33.276431,남원교차로(태흥리방향)
233,406001132,광지동,126.708677,33.276415,태위로 575건물 앞
234,406001183,광치기해변,126.923367,33.451425,해녀의집 앞
235,406001184,광치기해변,126.923657,33.4523,고성리 광치기공원 맞은편
236,405000598,광평,126.468082,33.48397,유신이불 앞
237,405000599,광평,126.468409,33.483892,
238,405001725,광평고치동산,126.463729,33.483605,루체빌 우측
239,405001726,광평고치동산,126.46411,33.483665,노형다담빌리지 앞
240,405000601,광평동로,126.470383,33.4823,추자도수산물직매장 앞
241,405000600,광평동로 노형성당,126.470419,33.482075,광평도새기촌 앞
242,406000639,광평리,126.381983,33.3293,광평마을입구 팽나무앞
243,406001486,광평입구,126.355009,33.330588,사거리 고가도로 코너
244,405001377,교래리,126.675683,33.424633,각지불식당 건너편
245,405001179,교래리,126.677858,33.43686,노인회관 앞
246,405001380,교래리,126.674417,33.425883,퐁낭휴게소 우측
247,405001180,교래리 보건소,126.676205,33.436265,흑돼지식당 (현장명칭:교래리)
248,405001815,교래리 보건소,126.676689,33.436649,교래리보건소 앞
249,405001926,교래분교,126.679271,33.43635,교래분교 앞라인
250,405001927,교래분교,126.679403,33.436408,교래분교 맞은편
251,405001141,교래사거리,126.671783,33.43325,승마장 건너편
252,405001376,교래사거리,126.672067,33.434083,제주관광승마장 부근
253,405001381,교래사거리,126.671612,33.434399,자연관광승마장앞(현장명칭 교래리)
254,405001140,교래사거리,126.671717,33.43335,승마장앞(5.16방면)(현장명칭:교래입구)
255,405001390,교래입구,126.616785,33.41938,제주관광승마장 우측
256,405001391,교래입구,126.616617,33.419233,5.16방향 대도로
257,405001705,교래자연 휴양림,126.66605,33.443725,에코랜드테마파크앞
258,405001704,교래자연 휴양림,126.66667,33.442552,교래자연휴양림입구 앞
259,406000331,구 삼일금고,126.561683,33.2492,블랙야크 앞
260,405000899,구 시장터,126.325033,33.435183,해담은떡방 좌측
261,405001099,구 오일시장,126.324892,33.435312,해담은떡방 맞은편
262,406001293,구 터미널,126.560159,33.252018,미용재료 앞
263,405001266,구 한경의원 앞,126.182681,33.344071,분홍색단독주택 앞(신창리방향)
264,405000979,구 한경의원 앞,126.182414,33.343853,두신로5번지 건물 우측
265,405000900,구몰리동,126.315617,33.424733,구몰리동입구 맞은편
266,405001098,구몰리동,126.315547,33.424788,구몰리동 이정표 앞
267,405001563,구산마을,126.538007,33.483292,(주)국민트랜스앞
268,405001564,구산마을,126.538087,33.483141,(주)국민트랜스맞은편
269,405001642,구산마을입구,126.535054,33.484403,중고동동의자 건너편
270,405001643,구산마을입구,126.536389,33.483907,메가박스제주아라 앞
271,406000978,구억리,126.28355,33.2786,비산에듀우든빌 맞은편
272,406001221,구억리,126.278685,33.274067,하우스앞 삼거리
273,406000977,구억리,126.2794,33.272783,복지회관 맞은편
274,406000979,구억리,126.2835,33.278917,크린하우스옆(신평리방향)
275,406000976,구억리,126.278902,33.272375,초원식당
276,405001184,구엄리,126.37625,33.474317,구엄25시나들가게 맞은편
277,405001183,구엄리,126.376186,33.474545,구엄25시나들가게 우측
278,405000971,구좌보건소,126.859833,33.519933,구좌보건소 맞은편
279,405001306,구좌보건소,126.8597,33.519883,구좌보건소앞
280,405001330,구좌중앙초등학교,126.798983,33.551183,구좌중앙초등학교 앞
281,405001329,구좌중앙초등학교,126.798583,33.551167,구좌중앙초등학교 앞
282,406001483,국립기상과학원,126.517908,33.258089,국립기상과학원앞
283,406001508,국립기상과학원,126.51727,33.257955,국립기상과학원 앞
284,406001636,국립농산물품질관리원,126.613779,33.26554,
285,406001637,국립농산물품질관리원,126.614019,33.265681,
286,405000303,국립제주박물관,126.549973,33.512475,국립제주박물관앞
287,406000072,국민건강보험공단,126.507,33.2544,GS25 신서귀포점 우측
288,406000073,국민건강보험공단,126.506817,33.254617,래미안빌 앞
289,406001492,국세공무원 교육원,126.515524,33.254492,국세공무원교육원앞
290,406001523,국세공무원 교육원,126.515546,33.254198,
291,406001482,국세공무원 교육원생활관,126.519443,33.255561,서호자율방범대앞
292,406001511,국세공무원 교육원생활관,126.519086,33.255614,국세공무원교육원생활관 앞
293,406001550,국세공무원교육원 공무원연금공단,126.518049,33.254347,
294,406001549,국세공무원교육원 공무원연금공단,126.517834,33.254687,
295,405001476,국제대학교후문,126.567468,33.440148,
296,405000001,국제여객선터미널,126.544333,33.524383,제주항국제여객선터미널 좌측
297,405001942,국제여객선터미널,126.544529,33.524268,
298,406001480,국토교통부 인재개발원,126.515326,33.251903,인재개발원 맞은편
299,405001289,국학원,126.372629,33.387531,제1어음교(모슬포방향)
300,405001282,국학원,126.373682,33.3889,제1어음교 우측(제주시방향)
301,406001329,군모루,126.722074,33.292078,육값하네식당 앞
302,406001328,군모루,126.722367,33.29222,육값하네식당 맞은편
303,406000753,굴집터,126.863076,33.400062,도로이정표앞
304,406000754,굴집터,126.862848,33.399974,좌측 저류지(도로이정표 맞은편)
305,406001373,굿밭거리,126.525057,33.257495,GS25편의점 맞은편
306,406001374,굿밭거리,126.524955,33.25733,GS25편의점 우측
307,405001216,귀덕1리,126.2928,33.443417,귀덕낚시 좌측
308,405001073,귀덕1리 신서동,126.2902,33.42905,신주소 184호 앞(귀덕 방향)
309,405001074,귀덕1리신서동,126.289033,33.428117,신서동농산물집하장앞
310,405001223,귀덕2리,126.280415,33.438128,마을입구 앞
311,405001224,귀덕2리,126.279145,33.437318,마을입구 맞은편
312,405001066,귀덕3리,126.296533,33.41725,중산간서로 5070건물 우측
313,405001067,귀덕3리,126.29645,33.417517,
314,405001069,귀덕3리,126.297017,33.421283,
315,405001087,귀덕3리,126.292017,33.4182,단독주택(5072) 맞은편
316,405001088,귀덕3리,126.292299,33.418004,귀덕3리마을 맞은편(봉성리방향)
317,405001429,귀덕3리,126.296583,33.41925,
318,405001068,귀덕3리,126.29675,33.4193,
319,405001090,귀덕3리,126.2962,33.419017,귀덕3리경로당 앞
320,405001070,귀덕3리,126.297133,33.421333,
321,405001089,귀덕3리,126.296183,33.418933,귀덕3리경로당 건너편(봉성리방향)
322,405001222,귀덕새마을금고,126.282361,33.43974,MG새마을금고 우측
323,405001221,귀덕새마을금고,126.283271,33.439941,푸른콘도이정표 앞
324,405000848,귀덕초등학교,126.29505,33.4416,대보농산 좌측
325,405001215,귀덕초등학교,126.29415,33.4437,귀덕초등학교 앞
326,405000849,귀덕초등학교,126.2948,33.441783,마을안 팽나무앞
327,405000713,귀일중학교,126.405123,33.481209,하귀우체국 좌측
328,405000714,귀일중학교,126.405456,33.480981,고가네이가네손칼국수좌측
329,405000403,그레이스호텔,126.488917,33.4899,연동골프 앞
330,405000402,그레이스호텔,126.488528,33.490016,태흥누리안 앞
331,405001888,그레이스호텔 롯데시티호텔(600번),126.48894,33.489899,
332,405001890,그레이스호텔 롯데시티호텔(600번),126.488562,33.490018,
333,406000682,그린카센터,126.828567,33.316983,CU표선남촌점 맞은편
334,406001034,그린카센터,126.828667,33.316867,CU표선남촌점 좌측
335,405001125,극락사,126.406724,33.456521,극락사 건너편
336,405001126,극락사,126.407483,33.456417,극락사 우측
337,405001721,근로복지공단,126.544359,33.499833,근로복지공단 앞
338,405001720,근로복지공단,126.544539,33.499859,다모토리/제주중앙공인중개소 앞
339,405001962,금능 블루하와이,126.219247,33.381726,블루하와이리조트 앞
340,405001963,금능 블루하와이,126.219545,33.381667,블루하와이리조트 맞은편
341,405001786,금능농공단지,126.243275,33.359128,도암엔지니어링 앞
342,405001787,금능농공단지,126.243459,33.358994,(주)대광콘크리트 앞
343,405001785,금능농공단지입구,126.247159,33.361964,농공단지입구 교차로 방향
344,405001784,금능농공단지입구,126.247007,33.362139,농공단지입구교차로(금능농공단지방향)
345,405001256,금능리,126.232339,33.387222,관광지이정표 맞은편(한림공원방향)
346,405001255,금능리,126.232267,33.3874,일성콘도 좌측
347,405000901,금능석물원,126.226327,33.385913,24시슈퍼맞은편
348,405001258,금능석물원,126.226283,33.386033,금능리대합실 앞
349,405001746,금능으뜸원해변,126.235648,33.389465,금능으뜸원해변 맞은편
350,405001745,금능으뜸원해변,126.235585,33.38954,금능으뜸원해변 앞
351,405001264,금등리마을,126.192964,33.361755,너울빌리지 맞은편(판포리방향)
352,405001265,금등리마을,126.192395,33.361783,너울빌리지 좌측
353,405001988,금백조로입구,126.764565,33.447498,
354,405001987,금백조로입구,126.765371,33.447682,
355,405000968,금붕사,126.8908,33.50075,하도리방향
356,405000984,금붕사,126.890509,33.500657,종달리방향
357,405001209,금빛신협,126.3058,33.44655,농산물간이집하장 앞
358,405001210,금빛신협,126.304671,33.445778,무량법사 좌측
359,405001876,금산,126.680125,33.495318,달빛빌리지 건너편
360,405001877,금산,126.679968,33.495062,달빛빌리지 앞
361,405001756,금산목,126.805242,33.553658,가완식품건너편
362,405001952,금산목,126.804527,33.553221,행원로5길입구 맞은편
363,405001980,금산학교마을,126.326814,33.443664,
364,405001981,금산학교마을,126.327249,33.443721,
365,405001211,금성리,126.3024,33.44495,금성교회 좌측 앞
366,405001212,금성리,126.301433,33.4445,곽지신협방향 SK주유소앞
367,405001054,금악,126.292801,33.362002,
368,405000807,금악리,126.294657,33.357434,
369,405001055,금악리,126.292233,33.36255,한다농원 우측
370,405001053,금악리,126.298067,33.360983,금악동물병원 우측
371,405001057,금악리,126.2869,33.366667,중산간서로 4416 건너편
372,405001050,금악리,126.294916,33.357633,한림리방향 광고대 앞
373,405001052,금악리,126.297861,33.36053,금악동물병원 건너편
374,405001056,금악리,126.287133,33.366583,중산가서로 4416 건물 앞
375,405001845,금악보건진료소,126.296506,33.358869,금악보건진료소 우측
376,406001387,금악입구,126.354144,33.330689,사거리고가도로 코너
377,405001051,금악초등학교,126.295712,33.357195,금악초등학교앞
378,405000619,금천마을,126.553429,33.478644,아라동주민센터 방향
379,405000620,금천마을,126.553483,33.478497,영평상동방향(다담빌리지앞쪽)
380,405001346,김녕리,126.74795,33.554217,김녕우체국 좌측
381,405001347,김녕리,126.747113,33.554383,MG새마을금고김녕지점 우측
382,405001711,김녕미로공원,126.772468,33.536137,미로공원입구 우측
383,405001712,김녕미로공원,126.772493,33.536037,김녕미로공원 맞은편
384,405001341,김녕성세기해변,126.760293,33.555819,구좌체육관 앞
385,405001342,김녕성세기해변,126.759317,33.556167,해변주차장 건너편
386,405001345,김녕환승정류장(김녕초등학교),126.751267,33.5549,김녕킹마트 앞
387,405001344,김녕환승정류장(김녕초등학교),126.75125,33.555033,김녕초등학교 우측
388,406001418,김영갑갤러리두모악,126.856554,33.371942,김영갑갤러리앞(즐거운농수산 앞)
389,406001419,김영갑갤러리두모악,126.856839,33.37202,김영갑갤러리 맞은편
390,405001983,까끄래기오름,126.705541,33.43365,
391,405001982,까끄래기오름,126.705581,33.43403,
392,406000301,꽃동산,126.588645,33.279425,경천전문요양원앞
393,405001136,낙선동,126.693535,33.514675,낙선동입구 맞은편(단독주택)
394,405001135,낙선동,126.693417,33.51455,낙선동입구 앞
395,405000905,낙천리,126.227212,33.326021,낙천리회관 우측
396,405000866,낙천리,126.22707,33.325927,낙원로 167 건물 우측
397,406000810,난산 동 동네,126.875817,33.402,빨간지붕단독주택 앞
398,406000809,난산 동 동네,126.875664,33.402126,난산리 노인복지회관
399,406000808,난산 앞 동산,126.874667,33.40155,난산로36번길 우측
400,406001391,난산리 노인복지회관,126.874193,33.401007,난산노인복지회관 건너편
401,406000805,난산리사무소,126.870708,33.40141,난산로 36번길 우측
402,406000806,난산리사무소,126.87116,33.40124,난산리복지회관 좌측
403,406001061,난산입구,126.880538,33.385831,제주블루오션코리아 건너편
404,406001062,난산입구(성산기상대),126.881731,33.386021,제주블루오션코리아 앞쪽(온평리방향)
405,405000343,남광로입구,126.537467,33.492517,스트라이크볼링센터
406,405000344,남광초등학교,126.537677,33.492928,송학화원앞
407,405000117,남국사,126.549582,33.462152,웃인다마을 방향
408,405000118,남국사,126.54979,33.460496,제주대학교 방향
409,405000138,남국원,126.543847,33.480599,장미포장자재백화점
410,405000609,남국원,126.543484,33.480685,남국어린이집 좌측
411,405002046,남국원,126.543897,33.479103,
412,405002045,남국원,126.543794,33.479255,
413,406000447,남군농협,126.565,33.2482,농협남제주지점 앞
414,405000372,남녕고등학교,126.483112,33.488046,하와이오피스텔 앞
415,405000365,남녕마트,126.48185,33.489933,남냥화원 건너편
416,405000366,남녕마트,126.481867,33.4897,연동아파트 가동 앞
417,406000360,남문,126.524497,33.252574,고갠드루방향
418,406000361,남문,126.524267,33.252633,단독주택61번 앞(수모루방향)
419,405000837,남문동,126.263489,33.396549,명월하동 복지회관 건너편
